,composerName,season,living
34712,"Charpentier,  Gustave",1953-54,Y
34713,"Tchaikovsky,  Pyotr  Ilyich",1953-54,N
34714,"Grofe [Grofé],  Ferde",1953-54,Y
34715,"Handel,  George  Frideric",1953-54,N
34716,"Rimsky-Korsakov,  Nikolai",1953-54,N
34717,"Massenet,  Jules",1953-54,N
34718,"Scott,  Cyril",1953-54,Y
34719,"Strauss,  Richard",1953-54,Y
34720,"Beethoven,  Ludwig  van",1953-54,N
34721,"Beethoven,  Ludwig  van",1953-54,N
34722,"Beethoven,  Ludwig  van",1953-54,N
34723,"Berlioz,  Hector",1953-54,N
34724,"Sibelius,  Jean",1953-54,Y
34725,"Wagner,  Richard",1953-54,N
34726,"Wagner,  Richard",1953-54,N
34727,"Wagner,  Richard",1953-54,N
34728,"Tchaikovsky,  Pyotr  Ilyich",1953-54,N
34729,"Tchaikovsky,  Pyotr  Ilyich",1953-54,N
34730,"Tchaikovsky,  Pyotr  Ilyich",1953-54,N
34731,"Strauss,  Johann, II",1953-54,
34732,"Godfrey,  Kathryn",1953-54,
34733,"Reznicek,  Emil  Nikolaus von",1953-54,N
34734,"Benedict,  Jules",1953-54,Y
34735,"Verdi,  Giuseppe",1953-54,N
34736,"Strauss,  Johann, II",1953-54,
34737,"Ravel,  Maurice",1953-54,N
34738,"Tchaikovsky,  Pyotr  Ilyich",1953-54,N
34739,"Bachelet,  Alfred  (Georges)",1953-54,
34740,"Delibes,  Léo",1953-54,N
34741,"Gimenez,  Jeronimo",1953-54,N
34742,"Bautista,",1953-54,Y
34743,"Traditional,",1953-54,Y
34744,"Sandoval,",1953-54,Y
34745,"Albeniz [Albéniz],  Isaac",1953-54,N
34746,"Font de Anda,",1953-54,
34747,"Machado,  Roger",1953-54,N
34748,"Moreno Torroba,  Federico",1953-54,Y
34749,"Traditional,",1953-54,Y
34750,"Machado,  Roger",1953-54,N
34751,"Falla,  Manuel  de",1953-54,N
34752,"Chueca,  Federico",1953-54,N
34753,"Machado,  Roger",1953-54,N
34754,"Sandoval,",1953-54,Y
34755,"Machado,  Roger",1953-54,N
34756,"Unspecified,",1953-54,
34757,"Albeniz [Albéniz],  Isaac",1953-54,N
34758,"Breton,  Tomás",1953-54,
34759,"Falla,  Manuel  de",1953-54,N
34760,"Ravel,  Maurice",1953-54,N
34761,"Cowell,  Henry  Dixon",1953-54,Y
34762,"Bach,  Carl  Philipp Emanuel",1953-54,N
34763,"Clementi,  Muzio",1953-54,N
34764,"Rimsky-Korsakov,  Nikolai",1953-54,N
34765,"Weber,  Carl  Maria Von",1953-54,N
34766,"Vaughan Williams,  Ralph",1953-54,Y
34767,"Mendelssohn,  Felix",1953-54,N
34768,"Achron,  Isidor",1953-54,Y
34769,"Espejo,  Cesar",1953-54,
34770,"Miller,",1953-54,Y
34771,"Kreisler,  Fritz",1953-54,Y
34772,"Kern,  Jerome",1953-54,N
34773,"Kern,  Jerome",1953-54,N
34774,"Kern,  Jerome",1953-54,N
34775,"Kern,  Jerome",1953-54,N
34776,"Kern,  Jerome",1953-54,N
34777,"Kern,  Jerome",1953-54,N
34778,"Kern,  Jerome",1953-54,N
34779,"Kern,  Jerome",1953-54,N
34780,"Kern,  Jerome",1953-54,N
34781,"Bach,  Johann  Sebastian",1953-54,N
34782,"Gould,  Morton",1953-54,Y
34783,"Stravinsky,  Igor",1953-54,Y
34784,"Stravinsky,  Igor",1953-54,Y
34785,"Strauss,  Richard",1953-54,Y
34786,"Tchaikovsky,  Pyotr  Ilyich",1953-54,N
34787,"Tchaikovsky,  Pyotr  Ilyich",1953-54,N
34788,"Tchaikovsky,  Pyotr  Ilyich",1953-54,N
34789,"Chabrier,  Emmanuel",1953-54,N
34790,"Chausson,  Ernest",1953-54,N
34791,"Anthem,",1953-54,Y
34792,"Anthem,",1953-54,Y
34793,"Debussy,  Claude",1953-54,N
34794,"Beethoven,  Ludwig  van",1953-54,N
34795,"Beethoven,  Ludwig  van",1953-54,N
34796,"Brahms,  Johannes",1953-54,N
34797,"Rossini,  Gioachino",1953-54,N
34798,"Verdi,  Giuseppe",1953-54,N
34799,"Bellini,  Vincenzo",1953-54,N
34800,"Mascagni,  Pietro",1953-54,N
34801,"Puccini,  Giacomo",1953-54,N
34802,"Verdi,  Giuseppe",1953-54,N
34803,"Verdi,  Giuseppe",1953-54,N
34804,"Giordano,  Umberto",1953-54,Y
34805,"Donizetti,  Gaetano",1953-54,N
34806,"Puccini,  Giacomo",1953-54,N
34807,"Catalani,  Alfredo",1953-54,N
34808,"Verdi,  Giuseppe",1953-54,N
34809,"Gershwin,  George",1953-54,N
34810,"Gershwin,  George",1953-54,N
34811,"Gershwin,  George",1953-54,N
34812,"Gershwin,  George",1953-54,N
34813,"Gershwin,  George",1953-54,N
34814,"Gershwin,  George",1953-54,N
34815,"Berlioz,  Hector",1953-54,N
34816,"Strauss,  Richard",1953-54,Y
34817,"Grieg,  Edvard",1953-54,N
34818,"Copland,  Aaron",1953-54,Y
34819,"Lalo,  Edouard",1953-54,N
34820,"Haydn,  Franz  Joseph",1953-54,N
34821,"Mozart,  Wolfgang  Amadeus",1953-54,N
34822,"Strauss,  Richard",1953-54,Y
34823,"Delius,  Frederick",1953-54,N
34824,"Poulenc,  Francis",1953-54,Y
34825,"Suppe [Suppé],  Franz  Von",1953-54,N
34826,"Millocker,",1953-54,N
34827,"Strauss,  Johann, II",1953-54,
34828,"Strauss,  Johann, II",1953-54,
34829,"Strauss,  Johann, II",1953-54,
34830,"Straus,  Oscar",1953-54,Y
34831,"Strauss,  Johann, II",1953-54,
34832,"Kreisler,  Fritz",1953-54,Y
34833,"Strauss,  Johann, II",1953-54,
34834,"Komzak,  Karl",1953-54,N
34835,"Lehar [Lehár],  Franz",1953-54,Y
34836,"Lehar [Lehár],  Franz",1953-54,Y
34837,"Lehar [Lehár],  Franz",1953-54,Y
34838,"Lehar [Lehár],  Franz",1953-54,Y
34839,"Lehar [Lehár],  Franz",1953-54,Y
34840,"Strauss,  Johann, II",1953-54,
34841,"Strauss,  Eduard",1953-54,N
34842,"Barber,  Samuel",1953-54,Y
34843,"Copland,  Aaron",1953-54,Y
34844,"Thomson,  Virgil",1953-54,Y
34845,"Thomson,  Virgil",1953-54,Y
34846,"Brahms,  Johannes",1953-54,N
34847,"Brahms,  Johannes",1953-54,N
34848,"Brahms,  Johannes",1953-54,N
34849,"Saint-Saens [Saint-Saëns],  Camille",1953-54,N
34850,"Franck,  César",1953-54,N
34851,"Chausson,  Ernest",1953-54,N
34852,"Dukas,  Paul",1953-54,N
34853,"Bizet,  Georges",1953-54,N
34854,"Bizet,  Georges",1953-54,N
34855,"Rodgers,  Richard",1953-54,Y
34856,"Rodgers,  Richard",1953-54,Y
34857,"Rodgers,  Richard",1953-54,Y
34858,"Rodgers,  Richard",1953-54,Y
34859,"Rodgers,  Richard",1953-54,Y
34860,"Rodgers,  Richard",1953-54,Y
34861,"Anthem,",1953-54,Y
34862,"Wagner,  Richard",1953-54,N
34863,"Mozart,  Wolfgang  Amadeus",1953-54,N
34864,"Lipatti,  Dinu",1953-54,Y
34865,"Handel,  George  Frideric",1953-54,N
34866,"Barber,  Samuel",1953-54,Y
34867,"Chausson,  Ernest",1953-54,N
34868,"Saint-Saens [Saint-Saëns],  Camille",1953-54,N
34869,"Schubert,  Franz",1953-54,N
34870,"Brahms,  Johannes",1953-54,N
34871,"Cimarosa,  Domenico",1953-54,N
34872,"Anthem,",1954-55,Y
34873,"Weber,  Carl  Maria Von",1954-55,N
34874,"Bach,  Johann  Sebastian",1954-55,N
34875,"Wagner,  Richard",1954-55,N
34876,"Weber,  Carl  Maria Von",1954-55,N
34877,"Bach,  Johann  Sebastian",1954-55,N
34878,"Wagner,  Richard",1954-55,N
34879,"Thomson,  Virgil",1954-55,Y
34880,"Waxman,  Franz",1954-55,Y
34881,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
34882,"Copland,  Aaron",1954-55,Y
34883,"Traditional,",1954-55,Y
34884,"Vivaldi,  Antonio",1954-55,N
34885,"Kleinsinger,  George",1954-55,Y
34886,"Anderson,  Leroy",1954-55,Y
34887,"Wagner,  Richard",1954-55,N
34888,"Weber,  Carl  Maria Von",1954-55,N
34889,"Bach,  Johann  Sebastian",1954-55,N
34890,"Weber,  Carl  Maria Von",1954-55,N
34891,"Mendelssohn,  Felix",1954-55,N
34892,"Prokofiev,  Sergei",1954-55,Y
34893,"Kabalevsky,  Dmitri",1954-55,Y
34894,"Shostakovich,  Dmitri",1954-55,Y
34895,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
34896,"Kabalevsky,  Dmitri",1954-55,Y
34897,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
34898,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
34899,"Beethoven,  Ludwig  van",1954-55,N
34900,"Mozart,  Wolfgang  Amadeus",1954-55,N
34901,"Beethoven,  Ludwig  van",1954-55,N
34902,"Mozart,  Wolfgang  Amadeus",1954-55,N
34903,"Schubert,  Franz",1954-55,N
34904,"Milhaud,  Darius",1954-55,Y
34905,"Beethoven,  Ludwig  van",1954-55,N
34906,"Mozart,  Wolfgang  Amadeus",1954-55,N
34907,"Schubert,  Franz",1954-55,N
34908,"Beethoven,  Ludwig  van",1954-55,N
34909,"Mason,  Daniel  Gregory",1954-55,Y
34910,"Luening,  Otto",1954-55,Y
34911,"Moore,  Douglas  Stuart",1954-55,Y
34912,"MacDowell,  Edward  A.",1954-55,N
34913,"Bartok [Bartók],  Béla",1954-55,N
34914,"Schumann,  Robert",1954-55,N
34915,"Couperin,  Francois [François]",1954-55,N
34916,"Rieti,  Vittorio",1954-55,Y
34917,"Vaughan Williams,  Ralph",1954-55,Y
34918,"Strauss,  Richard",1954-55,Y
34919,"Couperin,  Francois [François]",1954-55,N
34920,"Mendelssohn,  Felix",1954-55,N
34921,"Shostakovich,  Dmitri",1954-55,Y
34922,"Couperin,  Francois [François]",1954-55,N
34923,"Couperin,  Francois [François]",1954-55,N
34924,"Rieti,  Vittorio",1954-55,Y
34925,"Vaughan Williams,  Ralph",1954-55,Y
34926,"Strauss,  Richard",1954-55,Y
34927,"Couperin,  Francois [François]",1954-55,N
34928,"Schumann,  Robert",1954-55,N
34929,"Prokofiev,  Sergei",1954-55,Y
34930,"Skalkottas,  Nikos",1954-55,Y
34931,"Brahms,  Johannes",1954-55,N
34932,"Dello Joio,  Norman",1954-55,Y
34933,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
34934,"Wagner,  Richard",1954-55,N
34935,"Paganini,  Nicolò",1954-55,N
34936,"Prokofiev,  Sergei",1954-55,Y
34937,"Schumann,  Robert",1954-55,N
34938,"Skalkottas,  Nikos",1954-55,Y
34939,"Brahms,  Johannes",1954-55,N
34940,"Mendelssohn,  Felix",1954-55,N
34941,"Brahms,  Johannes",1954-55,N
34942,"Gossec,  Francois  Joseph",1954-55,N
34943,"Mozart,  Wolfgang  Amadeus",1954-55,N
34944,"Caamano [Caamaño],  Roberto",1954-55,
34945,"Strauss,  Richard",1954-55,Y
34946,"Harris,  Roy",1954-55,Y
34947,"Mendelssohn,  Felix",1954-55,N
34948,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
34949,"Dvorak,  Antonín",1954-55,N
34950,"Rodgers,  Richard",1954-55,Y
34951,"Rodgers,  Richard",1954-55,Y
34952,"Rodgers,  Richard",1954-55,Y
34953,"Rodgers,  Richard",1954-55,Y
34954,"Rodgers,  Richard",1954-55,Y
34955,"Rodgers,  Richard",1954-55,Y
34956,"Rodgers,  Richard",1954-55,Y
34957,"Rodgers,  Richard",1954-55,Y
34958,"Rodgers,  Richard",1954-55,Y
34959,"Rodgers,  Richard",1954-55,Y
34960,"Rodgers,  Richard",1954-55,Y
34961,"Rodgers,  Richard",1954-55,Y
34962,"Wagner,  Richard",1954-55,N
34963,"Beethoven,  Ludwig  van",1954-55,N
34964,"Berlioz,  Hector",1954-55,N
34965,"Glinka,  Mikhail",1954-55,N
34966,"Rossini,  Gioachino",1954-55,N
34967,"Beethoven,  Ludwig  van",1954-55,N
34968,"Wagner,  Richard",1954-55,N
34969,"Mendelssohn,  Felix",1954-55,N
34970,"Copland,  Aaron",1954-55,Y
34971,"Haydn,  Franz  Joseph",1954-55,N
34972,"Berlioz,  Hector",1954-55,N
34973,"Schoenberg,  Arnold",1954-55,Y
34974,"Mozart,  Wolfgang  Amadeus",1954-55,N
34975,"Dvorak,  Antonín",1954-55,N
34976,"Quilter,  Roger",1954-55,Y
34977,"Respighi,  Ottorino",1954-55,N
34978,"Saint-Saens [Saint-Saëns],  Camille",1954-55,N
34979,"Ibert,  Jacques",1954-55,Y
34980,"Richardson,  Albert",1954-55,Y
34981,"Kleinsinger,  George",1954-55,Y
34982,"Rossini,  Gioachino",1954-55,N
34983,"Gillis,  Don",1954-55,Y
34984,"Beethoven,  Ludwig  van",1954-55,N
34985,"Rimsky-Korsakov,  Nikolai",1954-55,N
34986,"Toch,  Ernst",1954-55,Y
34987,"Khachaturian,  Aram",1954-55,Y
34988,"Grofe [Grofé],  Ferde",1954-55,Y
34989,"Boccherini,  Luigi",1954-55,N
34990,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
34991,"Prokofiev,  Sergei",1954-55,Y
34992,"Khachaturian,  Aram",1954-55,Y
34993,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
34994,"Beethoven,  Ludwig  van",1954-55,N
34995,"Mozart,  Wolfgang  Amadeus",1954-55,N
34996,"Brahms,  Johannes",1954-55,N
34997,"Brahms,  Johannes",1954-55,N
34998,"Berlioz,  Hector",1954-55,N
34999,"Bach,  Johann  Sebastian",1954-55,N
35000,"Bruch,  Max",1954-55,N
35001,"Blacher,  Boris",1954-55,Y
35002,"Ravel,  Maurice",1954-55,N
35003,"Mozart,  Wolfgang  Amadeus",1954-55,N
35004,"Beethoven,  Ludwig  van",1954-55,N
35005,"Blacher,  Boris",1954-55,Y
35006,"Ravel,  Maurice",1954-55,N
35007,"Berlioz,  Hector",1954-55,N
35008,"Beethoven,  Ludwig  van",1954-55,N
35009,"Blacher,  Boris",1954-55,Y
35010,"Ravel,  Maurice",1954-55,N
35011,"Janacek [Janácek],  Leoš",1954-55,
35012,"Rachmaninoff,  Sergei",1954-55,N
35013,"Sibelius,  Jean",1954-55,Y
35014,"Janacek [Janácek],  Leoš",1954-55,
35015,"Prokofiev,  Sergei",1954-55,Y
35016,"Sibelius,  Jean",1954-55,Y
35017,"Mozart,  Wolfgang  Amadeus",1954-55,N
35018,"Prokofiev,  Sergei",1954-55,Y
35019,"Sibelius,  Jean",1954-55,Y
35020,"Wagner,  Richard",1954-55,N
35021,"Schubert,  Franz",1954-55,N
35022,"Brahms,  Johannes",1954-55,N
35023,"Coates,  Eric",1954-55,Y
35024,"Raksin,  David",1954-55,Y
35025,"Zaritzky,  Walt  Barrows",1954-55,
35026,"Hague,  Charles",1954-55,N
35027,"Traditional,",1954-55,Y
35028,"Scott,  Cyril",1954-55,Y
35029,"Anderson,  Leroy",1954-55,Y
35030,"Brahms,  Johannes",1954-55,N
35031,"Brahms,  Johannes",1954-55,N
35032,"Gluck,  Christoph  Willibald",1954-55,N
35033,"Bach,  Johann  Sebastian",1954-55,N
35034,"Bartok [Bartók],  Béla",1954-55,N
35035,"Bruckner,  Anton",1954-55,N
35036,"Gershwin,  George",1954-55,N
35037,"Gershwin,  George",1954-55,N
35038,"Gershwin,  George",1954-55,N
35039,"Gershwin,  George",1954-55,N
35040,"Gershwin,  George",1954-55,N
35041,"Gershwin,  George",1954-55,N
35042,"Gershwin,  George",1954-55,N
35043,"Gershwin,  George",1954-55,N
35044,"Mozart,  Wolfgang  Amadeus",1954-55,N
35045,"Mozart,  Wolfgang  Amadeus",1954-55,N
35046,"Strauss,  Richard",1954-55,Y
35047,"Wagner,  Richard",1954-55,N
35048,"Gershwin,  George",1954-55,N
35049,"Gershwin,  George",1954-55,N
35050,"Gershwin,  George",1954-55,N
35051,"Gershwin,  George",1954-55,N
35052,"Gershwin,  George",1954-55,N
35053,"Beethoven,  Ludwig  van",1954-55,N
35054,"Beethoven,  Ludwig  van",1954-55,N
35055,"Beethoven,  Ludwig  van",1954-55,N
35056,"Beethoven,  Ludwig  van",1954-55,N
35057,"Beethoven,  Ludwig  van",1954-55,N
35058,"Mendelssohn,  Felix",1954-55,N
35059,"Wagner,  Richard",1954-55,N
35060,"Smetana,  Bedrich",1954-55,N
35061,"Chopin,  Frédéric",1954-55,N
35062,"Brahms,  Johannes",1954-55,N
35063,"Reznicek,  Emil  Nikolaus von",1954-55,N
35064,"Beethoven,  Ludwig  van",1954-55,N
35065,"Dvorak,  Antonín",1954-55,N
35066,"Prokofiev,  Sergei",1954-55,Y
35067,"Dukas,  Paul",1954-55,N
35068,"Gillis,  Don",1954-55,Y
35069,"Brahms,  Johannes",1954-55,N
35070,"Chopin,  Frédéric",1954-55,N
35071,"Smetana,  Bedrich",1954-55,N
35072,"Bonporti,  Francesco  Antonio",1954-55,N
35073,"Beethoven,  Ludwig  van",1954-55,N
35074,"Marinuzzi,  Gino, Jr.",1954-55,
35075,"Musorgsky,  Modest",1954-55,N
35076,"Beethoven,  Ludwig  van",1954-55,N
35077,"Beethoven,  Ludwig  van",1954-55,N
35078,"Beethoven,  Ludwig  van",1954-55,N
35079,"Mozart,  Wolfgang  Amadeus",1954-55,N
35080,"Beethoven,  Ludwig  van",1954-55,N
35081,"Musorgsky,  Modest",1954-55,N
35082,"Bach,  Johann  Sebastian",1954-55,N
35083,"Beethoven,  Ludwig  van",1954-55,N
35084,"Mendelssohn,  Felix",1954-55,N
35085,"Bartok [Bartók],  Béla",1954-55,N
35086,"Dello Joio,  Norman",1954-55,Y
35087,"Gershwin,  George",1954-55,N
35088,"Barber,  Samuel",1954-55,Y
35089,"Brahms,  Johannes",1954-55,N
35090,"Debussy,  Claude",1954-55,N
35091,"Respighi,  Ottorino",1954-55,N
35092,"Ravel,  Maurice",1954-55,N
35093,"Barber,  Samuel",1954-55,Y
35094,"Brahms,  Johannes",1954-55,N
35095,"Debussy,  Claude",1954-55,N
35096,"Respighi,  Ottorino",1954-55,N
35097,"Ravel,  Maurice",1954-55,N
35098,"Rossini,  Gioachino",1954-55,N
35099,"Beethoven,  Ludwig  van",1954-55,N
35100,"Respighi,  Ottorino",1954-55,N
35101,"Ravel,  Maurice",1954-55,N
35102,"Rossini,  Gioachino",1954-55,N
35103,"Beethoven,  Ludwig  van",1954-55,N
35104,"Barber,  Samuel",1954-55,Y
35105,"Debussy,  Claude",1954-55,N
35106,"Ravel,  Maurice",1954-55,N
35107,"Mozart,  Wolfgang  Amadeus",1954-55,N
35108,"Ghedini,  Giorgio  Federico",1954-55,Y
35109,"Dukas,  Paul",1954-55,N
35110,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35111,"Paisiello,  Giovanni",1954-55,N
35112,"Haydn,  Franz  Joseph",1954-55,N
35113,"Dukas,  Paul",1954-55,N
35114,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35115,"Mozart,  Wolfgang  Amadeus",1954-55,N
35116,"Dukas,  Paul",1954-55,N
35117,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35118,"Verdi,  Giuseppe",1954-55,N
35119,"Beethoven,  Ludwig  van",1954-55,N
35120,"Brahms,  Johannes",1954-55,N
35121,"Villa-Lobos,  Heitor",1954-55,Y
35122,"Respighi,  Ottorino",1954-55,N
35123,"Cimarosa,  Domenico",1954-55,N
35124,"Roussel,  Albert",1954-55,N
35125,"Brahms,  Johannes",1954-55,N
35126,"Carpenter,  John  Alden",1954-55,Y
35127,"Barber,  Samuel",1954-55,Y
35128,"Bernstein,  Leonard",1954-55,Y
35129,"Copland,  Aaron",1954-55,Y
35130,"Gershwin,  George",1954-55,N
35131,"Steffe,  William",1954-55,N
35132,"Becket,  Thomas  A.",1954-55,
35133,"Ward,  Samuel  Augustus",1954-55,N
35134,"Sousa,  John  Philip",1954-55,N
35135,"Cimarosa,  Domenico",1954-55,N
35136,"Brahms,  Johannes",1954-55,N
35137,"Brahms,  Johannes",1954-55,N
35138,"Verdi,  Giuseppe",1954-55,N
35139,"Weber,  Carl  Maria Von",1954-55,N
35140,"Shostakovich,  Dmitri",1954-55,Y
35141,"Stravinsky,  Igor",1954-55,Y
35142,"Mozart,  Wolfgang  Amadeus",1954-55,N
35143,"Mendelssohn,  Felix",1954-55,N
35144,"Mennin,  Peter",1954-55,Y
35145,"Brahms,  Johannes",1954-55,N
35146,"Schumann,  Robert",1954-55,N
35147,"Sibelius,  Jean",1954-55,Y
35148,"Gould,  Morton",1954-55,Y
35149,"Mennin,  Peter",1954-55,Y
35150,"Brahms,  Johannes",1954-55,N
35151,"Gould,  Morton",1954-55,Y
35152,"Rachmaninoff,  Sergei",1954-55,N
35153,"Bartok [Bartók],  Béla",1954-55,N
35154,"Brahms,  Johannes",1954-55,N
35155,"Milhaud,  Darius",1954-55,Y
35156,"Brahms,  Johannes",1954-55,N
35157,"Gaburo,  Kenneth",1954-55,Y
35158,"Prokofiev,  Sergei",1954-55,Y
35159,"Rachmaninoff,  Sergei",1954-55,N
35160,"Prokofiev,  Sergei",1954-55,Y
35161,"Brahms,  Johannes",1954-55,N
35162,"Milhaud,  Darius",1954-55,Y
35163,"Bach,  Johann  Sebastian",1954-55,N
35164,"Beethoven,  Ludwig  van",1954-55,N
35165,"Brahms,  Johannes",1954-55,N
35166,"Mendelssohn,  Felix",1954-55,N
35167,"Wolf,  Hugo",1954-55,N
35168,"Bartok [Bartók],  Béla",1954-55,N
35169,"Dello Joio,  Norman",1954-55,Y
35170,"Haydn,  Franz  Joseph",1954-55,N
35171,"Mozart,  Wolfgang  Amadeus",1954-55,N
35172,"Franck,  César",1954-55,N
35173,"Falla,  Manuel  de",1954-55,N
35174,"Mozart,  Wolfgang  Amadeus",1954-55,N
35175,"Lyadov,  Anatoli",1954-55,
35176,"Sihanouk,  King  Norodom",1954-55,Y
35177,"Liszt,  Franz",1954-55,N
35178,"Strauss,  Richard",1954-55,Y
35179,"Strauss,  Johann, Jr. & Josef",1954-55,
35180,"Strauss,  Johann, II",1954-55,
35181,"Schubert,  Franz",1954-55,N
35182,"Strauss,  Johann, II",1954-55,
35183,"Strauss,  Johann, II",1954-55,
35184,"Lyadov,  Anatoli",1954-55,
35185,"Toch,  Ernst",1954-55,Y
35186,"Tchaikovsky,  Pyotr  Ilyich",1954-55,N
35187,"Haydn,  Franz  Joseph",1954-55,N
35188,"Mozart,  Wolfgang  Amadeus",1954-55,N
35189,"Ravel,  Maurice",1954-55,N
35190,"Falla,  Manuel  de",1954-55,N
35191,"Vivaldi,  Antonio",1954-55,N
35192,"Vivaldi,  Antonio",1954-55,N
35193,"Piston,  Walter",1954-55,Y
35194,"Copland,  Aaron",1954-55,Y
35195,"Beethoven,  Ludwig  van",1954-55,N
35196,"Bach,  Johann  Sebastian",1954-55,N
35197,"Weber,  Carl  Maria Von",1954-55,N
35198,"Saint-Saens [Saint-Saëns],  Camille",1954-55,N
35199,"Griffes,  Charles  Tomlinson",1954-55,N
35200,"Debussy,  Claude",1954-55,N
35201,"Grieg,  Edvard",1954-55,N
35202,"Strauss,  Johann, II",1954-55,
35203,"Vivaldi,  Antonio",1954-55,N
35204,"Beethoven,  Ludwig  van",1954-55,N
35205,"Piston,  Walter",1954-55,Y
35206,"Copland,  Aaron",1954-55,Y
35207,"Mozart,  Wolfgang  Amadeus",1954-55,N
35208,"Haydn,  Franz  Joseph",1954-55,N
35209,"Ravel,  Maurice",1954-55,N
35210,"Strauss,  Johann, Jr. & Josef",1954-55,
35211,"Schubert,  Franz",1954-55,N
35212,"Strauss,  Johann, II",1954-55,
35213,"Strauss,  Johann, II",1954-55,
35214,"Mozart,  Wolfgang  Amadeus",1954-55,N
35215,"Mozart,  Wolfgang  Amadeus",1954-55,N
35216,"Strauss,  Johann, II",1954-55,
35217,"Strauss,  Johann, Jr. & Josef",1954-55,
35218,"Schubert,  Franz",1954-55,N
35219,"Haydn,  Franz  Joseph",1954-55,N
35220,"Boccherini,  Luigi",1954-55,N
35221,"Rossini,  Gioachino",1954-55,N
35222,"Brahms,  Johannes",1954-55,N
35223,"Debussy,  Claude",1954-55,N
35224,"Ravel,  Maurice",1954-55,N
35225,"Rossini,  Gioachino",1954-55,N
35226,"Brahms,  Johannes",1954-55,N
35227,"Barber,  Samuel",1954-55,Y
35228,"Musorgsky,  Modest",1954-55,N
35229,"Rossini,  Gioachino",1954-55,N
35230,"Brahms,  Johannes",1954-55,N
35231,"Debussy,  Claude",1954-55,N
35232,"Ravel,  Maurice",1954-55,N
35233,"Mendelssohn,  Felix",1954-55,N
35234,"Bartok [Bartók],  Béla",1954-55,N
35235,"Stravinsky,  Igor",1954-55,Y
35236,"Bach,  Johann  Sebastian",1954-55,N
35237,"Beethoven,  Ludwig  van",1954-55,N
35238,"Vivaldi,  Antonio",1954-55,N
35239,"Vivaldi,  Antonio",1954-55,N
35240,"Respighi,  Ottorino",1954-55,N
35241,"Weber,  Carl  Maria Von",1954-55,N
35242,"Mendelssohn,  Felix",1954-55,N
35243,"Bartok [Bartók],  Béla",1954-55,N
35244,"Stravinsky,  Igor",1954-55,Y
35245,"Handel,  George  Frideric",1954-55,N
35246,"Beethoven,  Ludwig  van",1954-55,N
35247,"Barber,  Samuel",1954-55,Y
35248,"Respighi,  Ottorino",1954-55,N
35249,"Walton,  William",1954-55,Y
35250,"Widor,  Charles  Marie",1954-55,N
35251,"Bach,  Johann  Sebastian",1954-55,N
35252,"Hanson,  Howard",1954-55,Y
35253,"Sowerby,  Leo",1954-55,Y
35254,"Jongen,  Joseph",1954-55,Y
35255,"Milhaud,  Darius",1954-55,Y
35256,"Liebermann,  Rolf",1954-55,Y
35257,"Beethoven,  Ludwig  van",1954-55,N
35258,"Ladmirault,  Paul  Emile",1954-55,
35259,"Roussel,  Albert",1954-55,N
35260,"Chausson,  Ernest",1954-55,N
35261,"Lalo,  Edouard",1954-55,N
35262,"Ladmirault,  Paul  Emile",1954-55,
35263,"Roussel,  Albert",1954-55,N
35264,"Lalo,  Edouard",1954-55,N
35265,"Chabrier,  Emmanuel",1954-55,N
35266,"Gould,  Morton",1954-55,Y
35267,"Mahler,  Gustav",1954-55,N
35268,"Weber,  Carl  Maria Von",1954-55,N
35269,"Cortes [Cortés],  Ramiro",1954-55,Y
35270,"Skalkottas,  Nikos",1954-55,Y
35271,"Shostakovich,  Dmitri",1954-55,Y
35272,"Weber,  Carl  Maria Von",1954-55,N
35273,"Mahler,  Gustav",1954-55,N
35274,"Meyerowitz,  Jan",1954-55,Y
35275,"Beethoven,  Ludwig  van",1954-55,N
35276,"Gillis,  Don",1954-55,Y
35277,"Beethoven,  Ludwig  van",1954-55,N
35278,"Khachaturian,  Aram",1954-55,Y
35279,"Saint-Saens [Saint-Saëns],  Camille",1954-55,N
35280,"Mozart,  Wolfgang  Amadeus",1954-55,N
35281,"Traditional,",1954-55,Y
35282,"Traditional,",1954-55,Y
35283,"Sousa,  John  Philip",1954-55,N
35284,"Kabalevsky,  Dmitri",1954-55,Y
35285,"Brahms,  Johannes",1954-55,N
35286,"Skalkottas,  Nikos",1954-55,Y
35287,"Shostakovich,  Dmitri",1954-55,Y
35288,"Chabrier,  Emmanuel",1954-55,N
35289,"Weber,  Carl  Maria Von",1954-55,N
35290,"Brahms,  Johannes",1954-55,N
35291,"Gould,  Morton",1954-55,Y
35292,"Schumann,  Robert",1954-55,N
35293,"Kabalevsky,  Dmitri",1954-55,Y
35294,"Vivaldi,  Antonio",1954-55,N
35295,"Brahms,  Johannes",1954-55,N
35296,"Barber,  Samuel",1954-55,Y
